Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
0030329f63f6c7,f586751e4a07eb,258f131a57658b,0,2,362.0,1,1.0,8.0,16.0,1322.0,2.0,1.0,21.19,1306.0,duo-fpp,48.0,47.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.0,4.0,1540.0,0.8298
bf6f6793d8d4f8,123b7aa3a711ce,18f2de06c5826c,0,0,0.0,0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,1396.0,squad,25.0,24.0,1403.0,1.0,0.0,0.0,0.0,0.0,0.0,147.7,1.0,0.0,0.25
eabd1980b89340,2f83714838c28a,ff4ad36e333a18,0,11,205.9,0,1.0,2.0,14.0,0.0,2.0,1.0,60.63,1445.0,duo-fpp,49.0,49.0,1496.0,0.0,0.0,0.0,0.0,0.0,0.0,3114.0,4.0,0.0,0.9792
20c6787fdcd576,549ae668bf1aae,fb0abee3ba8083,0,0,0.0,0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,1368.0,squad,26.0,24.0,1420.0,0.0,0.0,0.0,0.0,0.0,0.0,133.6,1.0,0.0,0.12
b59c8abda3849b,896d55837fb890,8a5f050b010ee4,0,1,160.6,0,0.0,0.0,41.0,1299.0,1.0,1.0,5.326,1320.0,solo-fpp,98.0,97.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,182.9,2.0,1484.0,0.3196
00adb381704b85,e7e3ffa08352a0,27998e46e39a7f,0,0,0.0,0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,1358.0,solo-fpp,93.0,92.0,1494.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,2.0,0.0,0.5326
a83ea15dacd917,2f64ac126d9a54,1b1f6dc2cf7440,0,0,50.0,0,0.0,0.0,44.0,1234.0,0.0,0.0,0.0,2004.0,squad,25.0,24.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.88,0.0,1510.0,0.6667
23770b3e3f71c6,b4fca655897399,a6240b24affee3,0,0,0.0,0,0.0,0.0,64.0,1003.0,0.0,0.0,0.0,1268.0,squad-fpp,30.0,30.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.79,2.0,1505.0,0.3793
47c14eb81ef73b,5290040fbb49c2,acbb58ac7bc09a,1,1,126.7,0,0.0,1.0,45.0,0.0,0.0,0.0,0.0,1796.0,duo-fpp,49.0,47.0,1759.0,0.0,6427.0,0.0,0.0,0.0,0.0,2032.0,4.0,0.0,0.8958
21f1233f800dfe,0b658cb82c8325,fdceee04f08c2f,0,0,100.0,1,0.0,0.0,38.0,0.0,1.0,1.0,22.66,1432.0,squad-fpp,27.0,25.0,1377.0,0.0,0.0,0.0,0.0,0.0,0.0,55.61,1.0,0.0,0.1538
a40a45fd871763,39ff86c72cb06d,a4e198c5fbae93,0,0,79.98,0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,1369.0,duo-fpp,46.0,45.0,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,2.0,0.0,0.1111
9c5952eaa92b74,ec829036bca993,bf88fe8713be05,0,4,28.66,1,0.0,12.0,52.0,0.0,0.0,0.0,0.0,1852.0,squad-fpp,27.0,26.0,1402.0,0.0,4143.0,0.0,0.0,0.0,0.0,1507.0,4.0,0.0,0.5769
8d921b0957dc39,5447679450126a,a581ed053e8f44,1,3,255.3,0,0.0,6.0,44.0,1219.0,0.0,0.0,0.0,1809.0,squad-fpp,28.0,28.0,-1.0,1.0,5400.0,0.0,0.0,0.0,0.0,2836.0,6.0,1458.0,0.8148
9f4acca1bea524,d5e1610239174b,03a655a35d7bd4,0,0,0.0,0,0.0,0.0,96.0,1049.0,0.0,0.0,0.0,1894.0,squad-fpp,29.0,26.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,63.91,0.0,1506.0,0.0
8e94ad748a6133,df72cef529222b,28345e6f23b8a8,0,0,60.06,0,0.0,0.0,81.0,1118.0,0.0,0.0,0.0,1408.0,duo-fpp,48.0,47.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,170.6,5.0,1489.0,0.1915
6021d223dea183,4348e89eb4d5d2,126c548a398d9d,0,1,100.0,1,0.0,3.0,21.0,0.0,1.0,1.0,4.518,1763.0,squad-fpp,28.0,27.0,1481.0,1.0,0.0,0.0,0.0,0.0,0.0,3126.0,6.0,0.0,0.8889
1020285578f57b,8a7592a64685e4,f11d0a9018c8ee,0,4,297.4,1,1.0,11.0,23.0,1303.0,1.0,1.0,6.98,1780.0,squad-fpp,30.0,30.0,-1.0,2.0,699.0,0.0,0.0,0.0,0.0,5165.0,6.0,1555.0,0.8966
9a477fed8b6e7f,cd6c5fa79ee66d,9d603d38e04e42,0,4,103.9,2,1.0,8.0,12.0,0.0,2.0,1.0,82.75,1405.0,duo,45.0,44.0,1492.0,0.0,0.0,0.0,0.0,1.0,0.0,4012.0,6.0,0.0,0.9318
217874b3319ff4,21b1d25299eb69,e80e68ee8d7a7c,0,0,70.73,0,0.0,1.0,67.0,1053.0,0.0,0.0,0.0,1472.0,squad-fpp,29.0,28.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,459.4,2.0,1509.0,0.3929
925b4242061215,e210e272c3541b,753c9d6c15843e,0,0,60.2,0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,1451.0,squad-fpp,29.0,29.0,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,484.5,4.0,0.0,0.2857
65c10356855c42,b9b43713c76b45,e2764ffb1bc590,2,7,357.1,3,1.0,4.0,4.0,0.0,6.0,3.0,133.2,1397.0,squad-fpp,31.0,30.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.0,4.0,0.0,1.0
bd9ef62e24730a,6843d49b0e55f6,fe0f82a3c73127,1,0,25.8,0,0.0,0.0,75.0,1510.0,0.0,0.0,0.0,1516.0,squad-fpp,29.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,226.7,3.0,1438.0,0.2143
0ee24a8c7ae080,23a85cce557135,10dd14f35f56f3,0,0,31.59,0,0.0,0.0,85.0,1184.0,0.0,0.0,0.0,1308.0,squad-fpp,29.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,1.0,1500.0,0.0714
247c5b55066f33,c5de5d06547498,6aa73248bfa591,0,0,0.0,0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,1424.0,solo-fpp,94.0,91.0,1544.0,0.0,0.0,0.0,0.0,0.0,0.0,41.83,0.0,0.0,0.1075
127ca2bfb0465f,791fab6937f304,088845d31f4b15,1,0,247.4,3,0.0,0.0,88.0,0.0,0.0,0.0,0.0,1867.0,squad-fpp,27.0,26.0,1499.0,0.0,0.0,0.0,0.0,0.0,0.0,69.22,1.0,0.0,0.0
e53dad5e412e2a,1f1cd7dbac87aa,3215296d38d2ca,0,5,71.24,0,0.0,0.0,34.0,1558.0,0.0,0.0,0.0,1298.0,squad-fpp,29.0,29.0,-1.0,0.0,1096.0,0.0,0.0,0.0,0.0,2503.0,6.0,1506.0,0.9643
e93550663375e1,4577c9db2b8027,73b82ef57791f1,0,1,73.5,0,0.0,2.0,70.0,0.0,0.0,0.0,0.0,1890.0,duo,49.0,47.0,1529.0,0.0,0.0,0.0,0.0,0.0,0.0,1174.0,4.0,0.0,0.3125
76c55b8cf26bba,4ecb374a2f0043,69ab82750fccec,1,4,340.5,1,1.0,2.0,29.0,0.0,1.0,1.0,80.49,1902.0,squad-fpp,30.0,29.0,1477.0,1.0,1729.0,0.0,0.0,0.0,0.0,2957.0,4.0,0.0,0.7241
b765058926c82d,159f9f5efdbdc3,cfd4111088a269,0,1,50.31,0,0.0,0.0,56.0,1388.0,0.0,0.0,0.0,1440.0,solo,96.0,95.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,442.4,2.0,1544.0,0.6316
577ca3678d0eef,e31144fbe91648,2071a6f3ed6dc1,0,0,0.0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1355.0,squad,26.0,25.0,1482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,1.0
fcda628eb9d4f5,93f0ce10a4931e,be928b5e4a2b04,0,0,43.0,0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,1442.0,duo,50.0,47.0,1492.0,0.0,0.0,0.0,0.0,0.0,0.0,19.91,1.0,0.0,0.3878
9f07c1cf444b8c,e95de0c6161a19,ef6c7408f27a49,0,0,0.0,0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,1855.0,squad,29.0,26.0,1454.0,0.0,1813.0,0.0,0.0,0.0,0.0,1262.0,11.0,0.0,0.4286
e80089913394c9,54679ac6464d65,6259a29764ef32,0,3,43.54,0,0.0,4.0,44.0,1310.0,0.0,0.0,0.0,1295.0,squad,29.0,28.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2337.0,4.0,1563.0,0.9286
9083ee79c8b00b,e34cf5b8480e66,101b699bca5774,0,0,54.48,0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,1876.0,solo-fpp,92.0,91.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,687.4,4.0,0.0,0.5385
ee12c4bab91f5c,565505a5a219c4,fa7fbfcb1e75c3,0,3,200.0,1,2.0,1.0,12.0,1317.0,2.0,2.0,25.61,1921.0,squad-fpp,27.0,26.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3915.0,6.0,1479.0,0.8846
22c3c18a8d278c,453a1c6b491b70,f56e7593732452,0,0,100.0,1,0.0,0.0,40.0,1599.0,1.0,1.0,45.76,1328.0,squad-fpp,30.0,28.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.5,2.0,1568.0,0.1379
37c09069cf1671,6601cb6543320c,f68643c7dbbd3d,0,0,0.0,0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,1393.0,duo-fpp,47.0,45.0,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,98.13,1.0,0.0,0.2174
d22918edb2d999,33b3d040c40cff,b709a302d5433a,0,0,42.9,0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,1803.0,squad-fpp,27.0,27.0,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,27.11,3.0,0.0,0.0
3a7ea9f5798423,8c77e5033116fd,ea774fb3d2ab0c,0,0,64.83,0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,1888.0,solo,97.0,96.0,1486.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,1.0,0.0,0.0104
47f2b37ac258fe,2884b5fe146774,1f5d0f112606e9,0,0,0.0,0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,1890.0,squad-fpp,29.0,28.0,1450.0,0.0,0.0,0.0,387.2,0.0,0.0,2831.0,6.0,0.0,0.6786
aa85a10b9f0999,e086ad0e1b2d0b,894ade0a652fe8,0,0,0.0,0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,1339.0,duo-fpp,50.0,48.0,1532.0,0.0,0.0,0.0,0.0,0.0,0.0,775.8,3.0,0.0,0.5102
dcda59e580adc0,33acf9bae3e14a,ee313012ea3e01,0,3,200.0,1,0.0,0.0,15.0,0.0,2.0,2.0,52.12,1357.0,squad-fpp,30.0,30.0,1514.0,0.0,770.0,0.0,0.0,0.0,0.0,2308.0,4.0,0.0,0.6897
1b744b56749e2e,db3e74ae42067d,070571f67950ea,0,0,74.62,1,1.0,0.0,35.0,1000.0,1.0,1.0,8.844,1868.0,squad-fpp,27.0,25.0,-1.0,0.0,2529.0,0.0,56.6,0.0,0.0,1048.0,6.0,1500.0,0.3077
46ad737f444c0c,17221860907aec,78ab26e3226a8b,0,2,89.36,0,0.0,0.0,25.0,1287.0,1.0,1.0,87.19,1367.0,duo-fpp,50.0,50.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2072.0,4.0,1481.0,0.8571
8817abd1859ede,28f39ca54eed30,947c189224ae0c,0,0,41.89,0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,1376.0,solo-fpp,99.0,96.0,1494.0,0.0,0.0,0.0,0.0,0.0,0.0,100.4,3.0,0.0,0.3776
aa387c858831b5,33803bc63361bc,582d88882f4fc0,0,0,11.21,1,0.0,0.0,93.0,1082.0,0.0,0.0,0.0,1871.0,squad,27.0,24.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.49,0.0,1508.0,0.0
e72c05fbfd53bc,b3b2da64e8f76f,268ada41948dee,0,0,0.0,0,0.0,0.0,58.0,1115.0,0.0,0.0,0.0,1420.0,squad-fpp,29.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1451.0,3.0,1522.0,0.4286
5da1eee26a8232,b1c28ed2c645bb,2d4197e5a86626,0,1,0.0,0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,2060.0,duo-fpp,47.0,45.0,1494.0,0.0,0.0,0.0,0.0,0.0,0.0,270.3,2.0,0.0,0.2391
dcb7cd9dab5771,42e67b511adb44,64f9fd22a5935b,0,0,10.32,0,0.0,1.0,77.0,0.0,0.0,0.0,0.0,1833.0,solo-fpp,95.0,92.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,112.2,1.0,0.0,0.234
91d1647ce6e727,ae2af5569a78d3,832cc30a687fe0,1,4,269.0,2,0.0,1.0,13.0,1766.0,2.0,2.0,42.31,1252.0,duo-fpp,48.0,47.0,-1.0,0.0,1067.0,0.0,0.0,0.0,0.0,1443.0,6.0,1529.0,0.7872
38a62c72498286,02f64c6cc7206e,e0b22fe089cd5d,0,1,50.35,0,0.0,2.0,81.0,0.0,0.0,0.0,0.0,1878.0,squad-fpp,27.0,24.0,1452.0,0.0,0.0,0.0,0.0,0.0,0.0,362.5,3.0,0.0,0.0769
85af3352f0c064,a6d1d061a81244,39f7af8194eb3d,1,0,0.0,0,0.0,0.0,55.0,1060.0,0.0,0.0,0.0,1870.0,duo-fpp,47.0,43.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,201.1,3.0,1394.0,0.4565
b1a3e416fa4d3d,8cec68596a8736,dd63c733b0ee45,0,1,0.0,0,0.0,2.0,42.0,1130.0,0.0,0.0,0.0,1350.0,solo-fpp,98.0,97.0,-1.0,0.0,0.0,0.0,34.36,0.0,0.0,2949.0,7.0,1528.0,0.9897
b5adf2f4551bd0,b287126702a6db,d5f996842c921a,0,0,0.0,0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,1345.0,duo-fpp,47.0,46.0,1495.0,0.0,262.0,0.0,0.0,0.0,0.0,349.8,2.0,0.0,0.3696
84de48b0c183b5,5b8f8cd4d54fd7,31c0498cf81571,0,0,0.0,0,0.0,0.0,94.0,1132.0,0.0,0.0,0.0,1833.0,squad-fpp,27.0,26.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.78,1.0,1480.0,0.0
942bd508c8f2a3,a2a8cddc54020d,e7ec122c3b46ea,0,0,0.0,0,0.0,0.0,67.0,1359.0,0.0,0.0,0.0,1385.0,duo-fpp,46.0,46.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,223.5,3.0,1471.0,0.4
14d209a3e8b5c1,a1ada7f5670e8d,a99985f9e20bb6,0,0,152.8,1,0.0,1.0,21.0,0.0,2.0,1.0,162.4,1884.0,duo,49.0,48.0,1454.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,3.0,0.0,0.2292
47068e8b4ff888,d38cfe2cd1dcfd,0efee053824c93,1,4,548.0,3,1.0,8.0,7.0,0.0,4.0,1.0,22.54,1439.0,duo,47.0,46.0,1654.0,0.0,2707.0,0.0,0.0,0.0,0.0,1282.0,5.0,0.0,0.913
875124e3ebcf76,c350649c0c4623,e25c997d698c52,0,0,0.0,0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,1354.0,squad-fpp,28.0,28.0,1533.0,0.0,0.0,0.0,0.0,0.0,0.0,59.17,2.0,0.0,0.0741
887fd0f68a9f84,57a87788351711,b529a0e732b780,0,0,100.0,0,1.0,1.0,38.0,0.0,1.0,1.0,15.97,1893.0,solo,99.0,91.0,1496.0,0.0,9.204,0.0,0.0,0.0,0.0,257.2,3.0,0.0,0.2041
4efeb5f72ddb67,c30b9098cf6c34,3f4fe53ee073b1,0,0,0.0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1062.0,solo,17.0,1.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
15db20083e7489,be12fd0353b9e7,ca44e3b361d434,0,4,0.0,0,0.0,21.0,46.0,1337.0,0.0,0.0,0.0,1360.0,squad-fpp,27.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2924.0,3.0,1524.0,0.7308
f0f519f32434b1,e4a1723fca9eae,04578314097d46,0,0,0.0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,1380.0,duo-fpp,48.0,47.0,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,236.9,3.0,0.0,0.8723
ebfd595ffa5d4d,e1efd80d0d29a8,b0e513fb043865,0,0,8.666,1,0.0,0.0,41.0,0.0,1.0,1.0,3.281,1423.0,duo,48.0,43.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,69.47,3.0,0.0,0.0851
e9748a2adb75ba,1951756267fcf0,78915bb33f254d,0,0,171.3,2,1.0,0.0,46.0,1476.0,1.0,1.0,4.479,1348.0,squad,27.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.5,1.0,1519.0,0.0769
0f58aeccfcb06f,d91770c2807a5a,4207e1f20f803e,0,3,62.25,0,0.0,1.0,46.0,1013.0,0.0,0.0,0.0,1806.0,squad-fpp,28.0,26.0,-1.0,0.0,3833.0,0.0,0.0,0.0,0.0,1990.0,4.0,1505.0,0.8148
2b07a9f8586735,8290da44a205c7,e98ef2974eefc3,0,0,227.4,2,0.0,0.0,21.0,0.0,2.0,1.0,2.771,1823.0,squad-fpp,30.0,30.0,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,196.1,2.0,0.0,0.1034
42d5cae6038786,5a89ef6edf8074,a7789ba61a3885,1,0,70.95,0,0.0,1.0,82.0,1104.0,0.0,0.0,0.0,1942.0,squad,28.0,27.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,125.8,3.0,1439.0,0.1111
90d4074866aa5e,e296571a2dc859,64bccdf6ec42f6,0,4,125.1,0,1.0,1.0,29.0,0.0,1.0,1.0,38.63,1354.0,solo-fpp,93.0,92.0,1502.0,0.0,0.0,0.0,75.84,0.0,0.0,1645.0,3.0,0.0,0.8152
db2aa05e44d3d6,c62a5ab9ed6783,4dc0ae9003c801,0,2,0.0,0,0.0,0.0,57.0,1617.0,0.0,0.0,0.0,1916.0,squad,27.0,25.0,-1.0,0.0,10880.0,0.0,0.0,0.0,0.0,1028.0,4.0,1553.0,0.5
1a2fa639c281bf,f88507e117291b,e97afdcd6196d5,0,2,438.3,3,1.0,5.0,7.0,0.0,3.0,2.0,169.5,1795.0,duo-fpp,49.0,46.0,1492.0,0.0,6585.0,0.0,0.0,0.0,0.0,2487.0,9.0,0.0,0.8958
757731cc710c97,f92026bed200c8,549ea8de8f8dfb,0,0,100.0,0,1.0,0.0,44.0,1208.0,1.0,1.0,14.81,1392.0,solo-fpp,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.51,2.0,1490.0,0.2041
88152b00c002e3,ead8ee2f8e9791,8439c2d57264d6,0,2,200.0,0,1.0,1.0,16.0,1226.0,2.0,1.0,9.737,1942.0,solo,98.0,97.0,-1.0,0.0,426.2,0.0,0.0,0.0,0.0,1651.0,8.0,1530.0,0.6082
73f5db2ef455b6,19d47aeef9db15,60c9ecf100155e,0,0,234.3,0,0.0,0.0,27.0,0.0,2.0,1.0,9.304,1436.0,solo-fpp,95.0,92.0,1515.0,0.0,0.0,0.0,0.0,0.0,0.0,237.5,3.0,0.0,0.3511
4fcaaa46246965,f49e8a201b433d,fb9221348ff685,0,5,216.6,0,0.0,7.0,22.0,1278.0,1.0,1.0,12.3,1970.0,solo,96.0,92.0,-1.0,0.0,5104.0,0.0,0.0,0.0,0.0,1905.0,6.0,1613.0,0.9263
1404b16d59f757,06e95627f9c8e9,93dcb8ca3be68d,0,1,0.0,0,0.0,1.0,76.0,1014.0,0.0,0.0,0.0,1873.0,duo-fpp,46.0,45.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,642.8,3.0,1468.0,0.2
72b82de269e3fc,e5fb1f1e4db0cb,8b4ff4a1fcab27,0,1,253.8,1,0.0,2.0,16.0,0.0,2.0,2.0,148.6,1444.0,duo-fpp,49.0,48.0,1549.0,0.0,1316.0,0.0,0.0,0.0,0.0,1419.0,2.0,0.0,0.6042
3ff1e875c4761f,0d3846234fe1b7,1d47b182faa641,0,0,364.7,3,3.0,0.0,10.0,1477.0,3.0,3.0,54.74,1365.0,squad-fpp,24.0,23.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1411.0,4.0,1457.0,0.3478
0b8dd28bd94512,70f11890c495a0,ab10be61f611ac,1,0,190.9,0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,1370.0,squad,26.0,26.0,1445.0,0.0,0.0,0.0,0.0,0.0,0.0,203.2,5.0,0.0,1.0
5b9df1362854ad,803a350d83316e,b9362d765b9cdd,0,0,79.6,1,1.0,1.0,41.0,0.0,1.0,1.0,5.612,1330.0,squad-fpp,28.0,28.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,2.0,0.0,0.2593
0dfb1e47ce07c6,59ad34e4b962fd,1ac5f2b0dd0d02,0,0,125.8,0,0.0,0.0,33.0,0.0,1.0,1.0,6.214,1892.0,squad,26.0,24.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,4.0,0.0,0.16
bf45fbcf0b4c53,180e9f2fa518a3,04028905be0cf6,0,1,0.0,0,0.0,6.0,56.0,1066.0,0.0,0.0,0.0,1537.0,duo,48.0,45.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,938.5,7.0,1516.0,0.4681
78647be2df7da3,615f8ddfbd17cb,9b67a0b5ac577b,0,1,242.2,1,0.0,1.0,33.0,0.0,1.0,1.0,7.447,1384.0,squad-fpp,28.0,27.0,1440.0,1.0,0.0,0.0,0.0,0.0,0.0,1029.0,4.0,0.0,0.5556
487ac8ac43e215,d23c760beb79f3,70f9a656aba1ac,0,0,0.0,0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,1388.0,solo-fpp,97.0,94.0,1538.0,0.0,0.0,0.0,0.0,0.0,0.0,42.08,1.0,0.0,0.2083
14a6e434de2332,e380fc4502d0d2,4478e3a0bda2dc,0,0,251.6,0,0.0,1.0,18.0,0.0,2.0,1.0,19.52,1443.0,solo-fpp,98.0,97.0,1575.0,0.0,0.0,0.0,0.0,0.0,0.0,401.1,6.0,0.0,0.5361
2303be6eae8362,12b3166964f215,1cac5313230bfb,1,4,45.34,0,0.0,0.0,45.0,1304.0,0.0,0.0,0.0,1390.0,squad,28.0,27.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,3098.0,6.0,1566.0,0.8148
